"","X","artist_name","track_name","acousticness","danceability","liveness","loudness","speechiness"
"11407",11407,"The Weeknd","In The Night",0.0796,0.505,0.0465,-4.99,0.0713
"11408",11408,"The Weeknd","As You Are",0.131,0.371,0.279,-9.667,0.0574
"11409",11409,"The Weeknd","Dark Times",0.114,0.501,0.124,-9.607,0.0752
"11410",11410,"The Weeknd","Prisoner",0.441,0.55,0.11,-12.755,0.0398
"11411",11411,"The Weeknd","Angel",0.105,0.626,0.115,-7.574,0.0435
"11412",11412,"The Weeknd","Professional",0.162,0.405,0.0788,-8.92,0.0615
"11413",11413,"The Weeknd","The Town",0.361,0.625,0.0826,-8.227,0.0369
"11414",11414,"The Weeknd","Adaptation",0.151,0.642,0.305,-6.8,0.0681
"11415",11415,"The Weeknd","Love In The Sky",0.196,0.634,0.637,-6.906,0.0513
"11416",11416,"The Weeknd","Belong To The World",0.00392,0.501,0.119,-6.27,0.0578
"11417",11417,"The Weeknd","Live For",0.562,0.572,0.116,-7.865,0.229
"11418",11418,"The Weeknd","Wanderlust",0.0671,0.63,0.0672,-5.253,0.0413
"11419",11419,"The Weeknd","Kiss Land",0.0446,0.212,0.0594,-6.674,0.237
"11420",11420,"The Weeknd","Pretty",0.0306,0.57,0.309,-7.708,0.0405
"11421",11421,"The Weeknd","Tears In The Rain",0.108,0.655,0.0846,-7.811,0.0454
"11422",11422,"The Weeknd","Professional",0.162,0.405,0.0788,-8.92,0.0615
"11423",11423,"The Weeknd","The Town",0.361,0.625,0.0826,-8.227,0.0369
"11424",11424,"The Weeknd","Adaptation",0.151,0.642,0.305,-6.8,0.0681
"11425",11425,"The Weeknd","Love In The Sky",0.16,0.644,0.6,-6.862,0.0514
"11426",11426,"The Weeknd","Belong To The World",0.00392,0.501,0.119,-6.27,0.0578
"11427",11427,"The Weeknd","Live For",0.517,0.626,0.114,-7.64,0.112
"11428",11428,"The Weeknd","Wanderlust",0.0668,0.637,0.0714,-5.237,0.0435
"11429",11429,"The Weeknd","Kiss Land",0.0415,0.324,0.061,-6.675,0.109
"11430",11430,"The Weeknd","Pretty",0.0355,0.58,0.315,-6.829,0.0394
"11431",11431,"The Weeknd","Tears In The Rain",0.109,0.655,0.0842,-7.84,0.0453
"11432",11432,"The Weeknd","Professional",0.162,0.405,0.0788,-8.92,0.0615
"11433",11433,"The Weeknd","The Town",0.361,0.625,0.0826,-8.227,0.0369
"11434",11434,"The Weeknd","Adaptation",0.151,0.642,0.305,-6.8,0.0681
"11435",11435,"The Weeknd","Love In The Sky",0.16,0.644,0.6,-6.862,0.0514
"11436",11436,"The Weeknd","Belong To The World",0.00392,0.501,0.119,-6.27,0.0578
"11437",11437,"The Weeknd","Live For",0.517,0.626,0.114,-7.64,0.112
"11438",11438,"The Weeknd","Wanderlust",0.0668,0.637,0.0714,-5.237,0.0435
"11439",11439,"The Weeknd","Kiss Land",0.0415,0.324,0.061,-6.675,0.109
"11440",11440,"The Weeknd","Pretty",0.0355,0.58,0.315,-6.829,0.0394
"11441",11441,"The Weeknd","Tears In The Rain",0.109,0.655,0.0842,-7.84,0.0453
"11442",11442,"The Weeknd","Professional",0.162,0.405,0.0788,-8.92,0.0615
"11443",11443,"The Weeknd","The Town",0.361,0.625,0.0826,-8.227,0.0369
"11444",11444,"The Weeknd","Adaptation",0.151,0.642,0.305,-6.8,0.0681
"11445",11445,"The Weeknd","Love In The Sky",0.196,0.634,0.637,-6.906,0.0513
"11446",11446,"The Weeknd","Belong To The World",0.00392,0.501,0.119,-6.27,0.0578
"11447",11447,"The Weeknd","Live For",0.562,0.572,0.116,-7.865,0.229
"11448",11448,"The Weeknd","Wanderlust",0.0671,0.63,0.0672,-5.253,0.0413
"11449",11449,"The Weeknd","Kiss Land",0.0446,0.212,0.0594,-6.674,0.237
"11450",11450,"The Weeknd","Pretty",0.0306,0.57,0.309,-7.708,0.0405
"11451",11451,"The Weeknd","Tears In The Rain",0.108,0.655,0.0846,-7.811,0.0454
"11452",11452,"The Weeknd","High For This",0.748,0.452,0.0759,-9.598,0.0878
"11453",11453,"The Weeknd","What You Need",0.528,0.712,0.149,-9.331,0.058
"11454",11454,"The Weeknd","House Of Balloons / Glass Table Girls - Album Version (Edited)",0.0102,0.651,0.374,-5.556,0.0379
"11455",11455,"The Weeknd","The Morning - Album Version (Edited)",0.357,0.656,0.0923,-7.831,0.0391
"11456",11456,"The Weeknd","Wicked Games",0.0101,0.659,0.364,-5.51,0.0317
"11457",11457,"The Weeknd","The Party & The After Party - Album Version (Edited)",0.482,0.677,0.103,-7.445,0.109
"11458",11458,"The Weeknd","Coming Down",0.449,0.669,0.157,-5.458,0.03
"11459",11459,"The Weeknd","Loft Music - Album Version (Edited)",0.579,0.282,0.36,-7.451,0.147
"11460",11460,"The Weeknd","The Knowing",0.554,0.459,0.17,-9.028,0.0293
"11461",11461,"The Weeknd","Twenty Eight",0.57,0.637,0.122,-7.133,0.0349
"11462",11462,"The Weeknd","Lonely Star - Album Version (Edited)",0.376,0.454,0.849,-5.551,0.0765
"11463",11463,"The Weeknd","Life Of The Party",0.0256,0.559,0.54,-7.694,0.033
"11464",11464,"The Weeknd","Thursday",0.449,0.251,0.155,-9.006,0.0732
"11465",11465,"The Weeknd","The Zone - Album Version (Edited)",0.287,0.615,0.104,-8.122,0.0718
"11466",11466,"The Weeknd","The Birds Pt. 1",0.0267,0.572,0.0821,-7.355,0.0561
"11467",11467,"The Weeknd","The Birds Pt. 2 - Album Version (Edited)",0.75,0.49,0.526,-9.602,0.0349
"11468",11468,"The Weeknd","Gone - Album Version (Edited)",0.682,0.485,0.0856,-7.364,0.303
"11469",11469,"The Weeknd","Rolling Stone - Album Version (Edited)",0.396,0.692,0.142,-11.808,0.0303
"11470",11470,"The Weeknd","Heaven Or Las Vegas",0.0124,0.53,0.131,-8.209,0.0608
"11471",11471,"The Weeknd","Valerie",0.339,0.644,0.0776,-6.408,0.0487
"11472",11472,"The Weeknd","D.D.",0.479,0.68,0.515,-7.225,0.0987
"11473",11473,"The Weeknd","Montreal",0.0432,0.504,0.379,-4.461,0.105
"11474",11474,"The Weeknd","Outside",0.688,0.568,0.122,-9.322,0.0537
"11475",11475,"The Weeknd","XO / The Host - Album Version (Edited)",0.123,0.696,0.366,-6.829,0.0359
"11476",11476,"The Weeknd","Initiation",0.417,0.671,0.184,-7.933,0.113
"11477",11477,"The Weeknd","Same Old Song",0.416,0.749,0.172,-6.244,0.0364
"11478",11478,"The Weeknd","The Fall",0.243,0.469,0.625,-7.467,0.0479
"11479",11479,"The Weeknd","Next",0.718,0.639,0.125,-7.312,0.0479
"11480",11480,"The Weeknd","Echoes Of Silence",0.949,0.261,0.107,-15.174,0.0432
"11481",11481,"The Weeknd","Till Dawn (Here Comes The Sun)",0.8,0.7,0.117,-8.893,0.0409
"11482",11482,"The Weeknd","High For This",0.744,0.465,0.0777,-8.895,0.0755
"11483",11483,"The Weeknd","What You Need",0.525,0.657,0.146,-8.637,0.0584
"11484",11484,"The Weeknd","House Of Balloons / Glass Table Girls",0.0123,0.65,0.301,-5.417,0.0377
"11485",11485,"The Weeknd","The Morning",0.317,0.652,0.104,-7.555,0.039
"11486",11486,"The Weeknd","Wicked Games",0.00959,0.658,0.325,-5.197,0.0309
"11487",11487,"The Weeknd","The Party & The After Party",0.476,0.438,0.113,-7.456,0.337
"11488",11488,"The Weeknd","Coming Down",0.487,0.665,0.183,-4.664,0.0314
"11489",11489,"The Weeknd","Loft Music",0.581,0.287,0.322,-7.523,0.177
"11490",11490,"The Weeknd","The Knowing",0.571,0.451,0.172,-8.277,0.0303
"11491",11491,"The Weeknd","Twenty Eight",0.574,0.639,0.111,-7.338,0.0352
"11492",11492,"The Weeknd","Lonely Star",0.395,0.458,0.601,-5.463,0.0672
"11493",11493,"The Weeknd","Life Of The Party",0.0237,0.554,0.505,-7.664,0.0335
"11494",11494,"The Weeknd","Thursday",0.472,0.307,0.144,-8.983,0.062
"11495",11495,"The Weeknd","The Zone",0.26,0.619,0.101,-8.092,0.0744
"11496",11496,"The Weeknd","The Birds Pt. 1",0.0245,0.571,0.0813,-6.656,0.0545
"11497",11497,"The Weeknd","The Birds Pt. 2",0.745,0.296,0.462,-9.571,0.0489
"11498",11498,"The Weeknd","Gone",0.708,0.494,0.0602,-7.232,0.309
"11499",11499,"The Weeknd","Rolling Stone",0.405,0.693,0.149,-11.97,0.0306
"11500",11500,"The Weeknd","Heaven Or Las Vegas",0.014,0.524,0.13,-8.217,0.0603
"11501",11501,"The Weeknd","Valerie",0.346,0.641,0.0837,-6.351,0.0463
"11502",11502,"The Weeknd","D.D.",0.479,0.68,0.511,-7.225,0.0987
"11503",11503,"The Weeknd","Montreal",0.0447,0.497,0.424,-4.46,0.132
"11504",11504,"The Weeknd","Outside",0.693,0.565,0.469,-9.26,0.0531
"11505",11505,"The Weeknd","XO / The Host",0.375,0.438,0.388,-7.786,0.049
"11506",11506,"The Weeknd","Initiation",0.45,0.659,0.292,-7.318,0.14
"11507",11507,"The Weeknd","Same Old Song",0.415,0.771,0.536,-5.636,0.0692
"11508",11508,"The Weeknd","The Fall",0.248,0.464,0.629,-7.444,0.0549
"11509",11509,"The Weeknd","Next",0.715,0.63,0.115,-7.317,0.0551
"11510",11510,"The Weeknd","Echoes Of Silence",0.951,0.214,0.101,-17.515,0.0443
"11511",11511,"The Weeknd","Till Dawn (Here Comes The Sun)",0.821,0.697,0.134,-8.946,0.0437
"11512",11512,"The Weeknd","High For This",0.744,0.465,0.0777,-8.895,0.0755
"11513",11513,"The Weeknd","What You Need",0.525,0.657,0.146,-8.637,0.0584
"11514",11514,"The Weeknd","House Of Balloons / Glass Table Girls",0.0123,0.65,0.301,-5.417,0.0377
"11515",11515,"The Weeknd","The Morning",0.317,0.652,0.104,-7.555,0.039
"11516",11516,"The Weeknd","Wicked Games",0.00959,0.658,0.325,-5.197,0.0309
"11517",11517,"The Weeknd","The Party & The After Party",0.476,0.438,0.113,-7.456,0.337
"11518",11518,"The Weeknd","Coming Down",0.487,0.665,0.183,-4.664,0.0314
"11519",11519,"The Weeknd","Loft Music",0.581,0.287,0.322,-7.523,0.177
"11520",11520,"The Weeknd","The Knowing",0.571,0.451,0.172,-8.277,0.0303
"11521",11521,"The Weeknd","Twenty Eight",0.574,0.639,0.111,-7.338,0.0352
"11522",11522,"The Weeknd","Lonely Star",0.395,0.458,0.601,-5.463,0.0672
"11523",11523,"The Weeknd","Life Of The Party",0.0237,0.554,0.505,-7.664,0.0335
"11524",11524,"The Weeknd","Thursday",0.472,0.307,0.144,-8.983,0.062
"11525",11525,"The Weeknd","The Zone",0.26,0.619,0.101,-8.092,0.0744
"11526",11526,"The Weeknd","The Birds Pt. 1",0.0245,0.571,0.0813,-6.656,0.0545
"11527",11527,"The Weeknd","The Birds Pt. 2",0.745,0.296,0.462,-9.571,0.0489
"11528",11528,"The Weeknd","Gone",0.708,0.494,0.0602,-7.232,0.309
"11529",11529,"The Weeknd","Rolling Stone",0.405,0.693,0.149,-11.97,0.0306
"11530",11530,"The Weeknd","Heaven Or Las Vegas",0.014,0.524,0.13,-8.217,0.0603
"11531",11531,"The Weeknd","Valerie",0.346,0.641,0.0837,-6.351,0.0463
"11532",11532,"The Weeknd","D.D.",0.479,0.68,0.511,-7.225,0.0987
"11533",11533,"The Weeknd","Montreal",0.0447,0.497,0.424,-4.46,0.132
"11534",11534,"The Weeknd","Outside",0.693,0.565,0.469,-9.26,0.0531
"11535",11535,"The Weeknd","XO / The Host",0.375,0.438,0.388,-7.786,0.049
"11536",11536,"The Weeknd","Initiation",0.45,0.659,0.292,-7.318,0.14
"11537",11537,"The Weeknd","Same Old Song",0.415,0.771,0.536,-5.636,0.0692
"11538",11538,"The Weeknd","The Fall",0.248,0.464,0.629,-7.444,0.0549
"11539",11539,"The Weeknd","Next",0.715,0.63,0.115,-7.317,0.0551
"11540",11540,"The Weeknd","Echoes Of Silence",0.951,0.214,0.101,-17.515,0.0443
"11541",11541,"The Weeknd","Till Dawn (Here Comes The Sun)",0.821,0.697,0.134,-8.946,0.0437
"11542",11542,"Macklemore & Ryan Lewis","Light Tunnels (feat. Mike Slap)",0.507,0.539,0.0851,-6.062,0.248
"11543",11543,"Macklemore & Ryan Lewis","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",0.0916,0.828,0.291,-4.402,0.0694
"11544",11544,"Macklemore & Ryan Lewis","Brad Pitt's Cousin (feat. Xperience)",0.164,0.784,0.33,-3.248,0.25
"11545",11545,"Macklemore & Ryan Lewis","Buckshot (feat. KRS-One & DJ Premier)",0.0369,0.61,0.386,-4.45,0.152
"11546",11546,"Macklemore & Ryan Lewis","Growing Up (feat. Ed Sheeran)",0.178,0.74,0.114,-7.072,0.303
"11547",11547,"Macklemore & Ryan Lewis","Kevin (feat. Leon Bridges)",0.546,0.5,0.151,-7.078,0.445
"11548",11548,"Macklemore & Ryan Lewis","St. Ides",0.617,0.812,0.106,-10.549,0.0656
"11549",11549,"Macklemore & Ryan Lewis","Need To Know (feat. Chance The Rapper)",0.402,0.603,0.125,-8.58,0.129
"11550",11550,"Macklemore & Ryan Lewis","Dance Off (feat. Idris Elba & Anderson .Paak)",0.0411,0.77,0.164,-3.914,0.0533
"11551",11551,"Macklemore & Ryan Lewis","Let's Eat (feat. Xperience)",0.79,0.747,0.271,-6.76,0.0772
"11552",11552,"Macklemore & Ryan Lewis","Bolo Tie (feat. YG)",0.0753,0.861,0.329,-6.14,0.259
"11553",11553,"Macklemore & Ryan Lewis","The Train (feat. Carla Morrison)",0.665,0.678,0.106,-11.561,0.139
"11554",11554,"Macklemore & Ryan Lewis","White Privilege II (feat. Jamila Woods)",0.633,0.519,0.271,-7.696,0.184
"11555",11555,"Macklemore & Ryan Lewis","Light Tunnels (feat. Mike Slap)",0.497,0.457,0.0862,-6.023,0.263
"11556",11556,"Macklemore & Ryan Lewis","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",0.0948,0.823,0.267,-4.524,0.0711
"11557",11557,"Macklemore & Ryan Lewis","Brad Pitt's Cousin (feat. Xperience)",0.147,0.78,0.332,-3.237,0.241
"11558",11558,"Macklemore & Ryan Lewis","Buckshot (feat. KRS-One & DJ Premier)",0.0347,0.62,0.363,-4.419,0.137
"11559",11559,"Macklemore & Ryan Lewis","Growing Up (feat. Ed Sheeran)",0.175,0.762,0.114,-7.072,0.286
"11560",11560,"Macklemore & Ryan Lewis","Kevin (feat. Leon Bridges)",0.539,0.718,0.125,-7.127,0.282
"11561",11561,"Macklemore & Ryan Lewis","St. Ides",0.641,0.812,0.105,-10.447,0.0614
"11562",11562,"Macklemore & Ryan Lewis","Need To Know (feat. Chance The Rapper)",0.355,0.446,0.122,-8.477,0.201
"11563",11563,"Macklemore & Ryan Lewis","Dance Off (feat. Idris Elba & Anderson .Paak)",0.0391,0.775,0.183,-3.921,0.0503
"11564",11564,"Macklemore & Ryan Lewis","Let's Eat (feat. Xperience)",0.761,0.684,0.355,-6.866,0.0863
"11565",11565,"Macklemore & Ryan Lewis","Bolo Tie (feat. YG)",0.0595,0.865,0.305,-6.156,0.251
"11566",11566,"Macklemore & Ryan Lewis","The Train (feat. Carla Morrison)",0.631,0.661,0.111,-11.128,0.125
"11567",11567,"Macklemore & Ryan Lewis","White Privilege II (feat. Jamila Woods)",0.649,0.496,0.274,-7.84,0.181
"11568",11568,"Macklemore & Ryan Lewis","Intro - Live From Spotify NYC",0.608,0.611,0.393,-22.338,0.908
"11569",11569,"Macklemore & Ryan Lewis","Same Love - Live From Spotify NYC feat. Mary Lambert",0.514,0.668,0.123,-9.498,0.246
"11570",11570,"Macklemore & Ryan Lewis","Interview - Live From Spotify NYC",0.585,0.677,0.334,-22.034,0.929
"11571",11571,"Macklemore & Ryan Lewis","Thrift Shop - Live From Spotify NYC feat. Wanz",0.0768,0.717,0.944,-8.303,0.337
"11572",11572,"Macklemore & Ryan Lewis","Interview - Live From Spotify NYC",0.646,0.554,0.315,-23.224,0.876
"11573",11573,"Macklemore & Ryan Lewis","Starting Over - Live From Spotify NYC",0.43,0.504,0.693,-10.032,0.64
"11574",11574,"Macklemore & Ryan Lewis","Interview - Live From Spotify NYC",0.471,0.692,0.83,-25.024,0.939
"11575",11575,"Macklemore & Ryan Lewis","Can't Hold Us - Live From Spotify NYC feat. Ray Dalton",0.0645,0.572,0.697,-8.085,0.444
"11576",11576,"Macklemore & Ryan Lewis","Ten Thousand Hours",0.199,0.374,0.144,-7.566,0.305
"11577",11577,"Macklemore & Ryan Lewis","Can't Hold Us (feat. Ray Dalton)",0.027,0.634,0.0986,-4.468,0.0838
"11578",11578,"Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)",0.0619,0.781,0.0457,-6.985,0.293
"11579",11579,"Macklemore & Ryan Lewis","Thin Line (feat. Buffalo Madonna)",0.619,0.713,0.122,-6.54,0.26
"11580",11580,"Macklemore & Ryan Lewis","Same Love (feat. Mary Lambert)",0.718,0.56,0.0994,-9.05,0.173
"11581",11581,"Macklemore & Ryan Lewis","Make The Money",0.167,0.608,0.366,-5.993,0.27
"11582",11582,"Macklemore & Ryan Lewis","Neon Cathedral (feat. Allen Stone)",0.385,0.483,0.08,-8.84,0.457
"11583",11583,"Macklemore & Ryan Lewis","BomBom (feat. The Teaching)",0.768,0.765,0.111,-10.075,0.0415
"11584",11584,"Macklemore & Ryan Lewis","White Walls (feat. ScHoolboy Q, Hollis)",0.0541,0.767,0.338,-5.545,0.14
"11585",11585,"Macklemore & Ryan Lewis","Jimmy Iovine (feat. Ab-Soul)",0.116,0.557,0.0855,-5.559,0.316
"11586",11586,"Macklemore & Ryan Lewis","Wing$",0.362,0.399,0.188,-6.987,0.204
"11587",11587,"Macklemore & Ryan Lewis","A Wake (feat. Evan Roman)",0.165,0.687,0.0711,-7.481,0.106
"11588",11588,"Macklemore & Ryan Lewis","Gold (feat. Eighty4 Fly)",0.0998,0.495,0.0873,-5.015,0.148
"11589",11589,"Macklemore & Ryan Lewis","Starting Over (feat. Ben Bridwell)",0.723,0.537,0.684,-6.505,0.408
"11590",11590,"Macklemore & Ryan Lewis","Cowboy Boots",0.0339,0.588,0.115,-9.026,0.275
"11591",11591,"Macklemore & Ryan Lewis","Ten Thousand Hours",0.144,0.357,0.0686,-7.491,0.223
"11592",11592,"Macklemore & Ryan Lewis","Can't Hold Us - feat. Ray Dalton",0.0291,0.641,0.0862,-4.457,0.0786
"11593",11593,"Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)",0.0531,0.747,0.039,-7.164,0.313
"11594",11594,"Macklemore & Ryan Lewis","Thin Line (feat. Buffalo Madonna)",0.635,0.727,0.122,-6.519,0.244
"11595",11595,"Macklemore & Ryan Lewis","Same Love - feat. Mary Lambert",0.716,0.688,0.104,-9.059,0.167
"11596",11596,"Macklemore & Ryan Lewis","Make The Money",0.164,0.455,0.165,-5.424,0.27
"11597",11597,"Macklemore & Ryan Lewis","Neon Cathedral - feat. Allen Stone",0.399,0.534,0.0767,-8.871,0.432
"11598",11598,"Macklemore & Ryan Lewis","BomBom - feat. The Teaching",0.769,0.767,0.115,-10.108,0.0415
"11599",11599,"Macklemore & Ryan Lewis","White Walls (feat. ScHoolboy Q & Hollis)",0.0619,0.765,0.406,-5.878,0.158
"11600",11600,"Macklemore & Ryan Lewis","Jimmy Iovine (feat. Ab-Soul)",0.105,0.487,0.0848,-5.786,0.343
"11601",11601,"Macklemore & Ryan Lewis","Wing$",0.353,0.4,0.191,-6.988,0.197
"11602",11602,"Macklemore & Ryan Lewis","A Wake (feat. Evan Roman)",0.172,0.657,0.0625,-7.644,0.0931
"11603",11603,"Macklemore & Ryan Lewis","Gold - feat. Eighty4 Fly",0.102,0.457,0.0833,-5.244,0.118
"11604",11604,"Macklemore & Ryan Lewis","Starting Over (feat. Ben Bridwell of Band of Horses)",0.745,0.544,0.684,-6.241,0.381
"11605",11605,"Macklemore & Ryan Lewis","Cowboy Boots",0.0347,0.595,0.0998,-9.138,0.236
"11606",11606,"Ellie Goulding","Intro (Delirium)",0.96,0.173,0.0887,-15.326,0.0409
"11607",11607,"Ellie Goulding","Aftertaste",0.0016,0.581,0.284,-5.239,0.0461
"11608",11608,"Ellie Goulding","Something In The Way You Move",0.0398,0.658,0.114,-6.157,0.0493
"11609",11609,"Ellie Goulding","Keep On Dancin'",0.00462,0.591,0.185,-6.608,0.0326
"11610",11610,"Ellie Goulding","On My Mind",0.258,0.702,0.0879,-6.666,0.0543
"11611",11611,"Ellie Goulding","Around U",0.0327,0.615,0.155,-5.972,0.0772
"11612",11612,"Ellie Goulding","Codes",0.0238,0.512,0.105,-7.317,0.126
"11613",11613,"Ellie Goulding","Holding On For Life",0.068,0.573,0.142,-5.39,0.0439
"11614",11614,"Ellie Goulding","Love Me Like You Do - From ""Fifty Shades Of Grey""",0.247,0.262,0.125,-6.646,0.0484
"11615",11615,"Ellie Goulding","Don't Need Nobody",0.106,0.715,0.0866,-6.001,0.0341
"11616",11616,"Ellie Goulding","Don't Panic",0.029,0.62,0.132,-6.038,0.0377
"11617",11617,"Ellie Goulding","We Can't Move To This",0.062,0.638,0.0917,-6.52,0.0466
"11618",11618,"Ellie Goulding","Army",0.0888,0.425,0.141,-7.384,0.0859
"11619",11619,"Ellie Goulding","Lost And Found",0.00181,0.56,0.0966,-6.186,0.0333
"11620",11620,"Ellie Goulding","Devotion",0.386,0.644,0.0879,-7.287,0.0436
"11621",11621,"Ellie Goulding","Scream It Out",0.00984,0.494,0.0807,-7.376,0.034
"11622",11622,"Ellie Goulding","Intro (Delirium)",0.96,0.173,0.0887,-15.326,0.0409
"11623",11623,"Ellie Goulding","Aftertaste",0.0016,0.581,0.284,-5.239,0.0461
"11624",11624,"Ellie Goulding","Something In The Way You Move",0.0398,0.658,0.114,-6.157,0.0493
"11625",11625,"Ellie Goulding","Keep On Dancin'",0.00462,0.591,0.185,-6.608,0.0326
"11626",11626,"Ellie Goulding","On My Mind",0.258,0.702,0.0879,-6.666,0.0543
"11627",11627,"Ellie Goulding","Around U",0.0327,0.615,0.155,-5.972,0.0772
"11628",11628,"Ellie Goulding","Codes",0.0238,0.512,0.105,-7.317,0.126
"11629",11629,"Ellie Goulding","Holding On For Life",0.068,0.573,0.142,-5.39,0.0439
"11630",11630,"Ellie Goulding","Love Me Like You Do - From ""Fifty Shades Of Grey""",0.247,0.262,0.125,-6.646,0.0484
"11631",11631,"Ellie Goulding","Don't Need Nobody",0.106,0.715,0.0866,-6.001,0.0341
"11632",11632,"Ellie Goulding","Don't Panic",0.029,0.62,0.132,-6.038,0.0377
"11633",11633,"Ellie Goulding","We Can't Move To This",0.062,0.638,0.0917,-6.52,0.0466
"11634",11634,"Ellie Goulding","Army",0.109,0.442,0.153,-7.39,0.0601
"11635",11635,"Ellie Goulding","Lost And Found",0.00181,0.56,0.0966,-6.186,0.0333
"11636",11636,"Ellie Goulding","Devotion",0.386,0.644,0.0879,-7.287,0.0436
"11637",11637,"Ellie Goulding","Scream It Out",0.00984,0.494,0.0807,-7.376,0.034
"11638",11638,"Ellie Goulding","Intro (Delirium)",0.96,0.173,0.0887,-15.326,0.0409
"11639",11639,"Ellie Goulding","Aftertaste",0.0016,0.581,0.284,-5.239,0.0461
"11640",11640,"Ellie Goulding","Something In The Way You Move",0.0398,0.658,0.114,-6.157,0.0493
"11641",11641,"Ellie Goulding","Keep On Dancin'",0.00462,0.591,0.185,-6.608,0.0326
"11642",11642,"Ellie Goulding","On My Mind",0.258,0.702,0.0879,-6.666,0.0543
"11643",11643,"Ellie Goulding","Around U",0.0327,0.615,0.155,-5.972,0.0772
"11644",11644,"Ellie Goulding","Codes",0.0238,0.512,0.105,-7.317,0.126
"11645",11645,"Ellie Goulding","Holding On For Life",0.068,0.573,0.142,-5.39,0.0439
"11646",11646,"Ellie Goulding","Love Me Like You Do - From ""Fifty Shades Of Grey""",0.247,0.262,0.125,-6.646,0.0484
"11647",11647,"Ellie Goulding","Don't Need Nobody",0.106,0.715,0.0866,-6.001,0.0341
"11648",11648,"Ellie Goulding","Don't Panic",0.029,0.62,0.132,-6.038,0.0377
"11649",11649,"Ellie Goulding","We Can't Move To This",0.062,0.638,0.0917,-6.52,0.0466
"11650",11650,"Ellie Goulding","Army",0.0888,0.425,0.141,-7.384,0.0859
"11651",11651,"Ellie Goulding","Lost And Found",0.00181,0.56,0.0966,-6.186,0.0333
"11652",11652,"Ellie Goulding","Devotion",0.386,0.644,0.0879,-7.287,0.0436
"11653",11653,"Ellie Goulding","Scream It Out",0.00984,0.494,0.0807,-7.376,0.034
"11654",11654,"Ellie Goulding","Don't Say A Word",0.791,0.418,0.0707,-7.662,0.0452
"11655",11655,"Ellie Goulding","My Blood",0.552,0.475,0.212,-6.464,0.0288
"11656",11656,"Ellie Goulding","Anything Could Happen",0.411,0.52,0.157,-4.174,0.0554
"11657",11657,"Ellie Goulding","Only You",0.0193,0.565,0.588,-4.694,0.0333
"11658",11658,"Ellie Goulding","Halcyon",0.738,0.55,0.183,-6.645,0.0635
"11659",11659,"Ellie Goulding","Figure 8",0.03,0.376,0.103,-4.438,0.0562
"11660",11660,"Ellie Goulding","JOY",0.858,0.539,0.0525,-9.063,0.026
"11661",11661,"Ellie Goulding","Hanging On",0.249,0.434,0.103,-4.827,0.0276
"11662",11662,"Ellie Goulding","Explosions",0.721,0.378,0.328,-6.676,0.0304
"11663",11663,"Ellie Goulding","I Know You Care",0.969,0.434,0.123,-12.382,0.0357
"11664",11664,"Ellie Goulding","Atlantis",0.553,0.353,0.333,-4.534,0.0312
"11665",11665,"Ellie Goulding","Dead In The Water",0.554,0.209,0.0725,-10.126,0.0357
"11666",11666,"Ellie Goulding","Beating Heart",0.189,0.56,0.109,-5.998,0.0689
"11667",11667,"Ellie Goulding","Lights - Single Version",0.0323,0.68,0.123,-5.805,0.0347
"11668",11668,"Ellie Goulding","I Need Your Love - Bonus Track",0.377,0.689,0.115,-5.055,0.0527
"11669",11669,"Ellie Goulding","Burn",0.31,0.559,0.105,-5.031,0.0432
"11670",11670,"Ellie Goulding","Goodness Gracious",0.0449,0.568,0.343,-5.153,0.0687
"11671",11671,"Ellie Goulding","You My Everything",0.0453,0.509,0.219,-3.541,0.0376
"11672",11672,"Ellie Goulding","Hearts Without Chains",0.399,0.462,0.0692,-7.221,0.0328
"11673",11673,"Ellie Goulding","Stay Awake",0.00247,0.418,0.353,-3.5,0.0377
"11674",11674,"Ellie Goulding","Under Control",0.27,0.476,0.0914,-3.895,0.0355
"11675",11675,"Ellie Goulding","Flashlight",0.0585,0.503,0.0839,-2.043,0.101
"11676",11676,"Ellie Goulding","How Long Will I Love You - Bonus Track",0.295,0.512,0.118,-9.19,0.0318
"11677",11677,"Ellie Goulding","Don't Say A Word",0.791,0.418,0.0707,-7.662,0.0452
"11678",11678,"Ellie Goulding","My Blood",0.552,0.475,0.212,-6.464,0.0288
"11679",11679,"Ellie Goulding","Anything Could Happen",0.411,0.52,0.157,-4.174,0.0554
"11680",11680,"Ellie Goulding","Only You",0.0193,0.565,0.588,-4.694,0.0333
"11681",11681,"Ellie Goulding","Halcyon",0.738,0.55,0.183,-6.645,0.0635
"11682",11682,"Ellie Goulding","Figure 8",0.03,0.376,0.103,-4.438,0.0562
"11683",11683,"Ellie Goulding","JOY",0.858,0.539,0.0525,-9.063,0.026
"11684",11684,"Ellie Goulding","Hanging On",0.249,0.434,0.103,-4.827,0.0276
"11685",11685,"Ellie Goulding","Explosions",0.721,0.378,0.328,-6.676,0.0304
"11686",11686,"Ellie Goulding","I Know You Care",0.969,0.434,0.123,-12.382,0.0357
