"","X","artist_name","track_name","acousticness","danceability","liveness","loudness","speechiness"
"1",1,"Adele","Hello",0.336,0.481,0.0872,-6.095,0.0347
"2",2,"Adele","Send My Love (To Your New Lover)",0.0415,0.69,0.17,-8.39,0.103
"3",3,"Adele","I Miss You",0.00936,0.381,0.455,-4.273,0.0481
"4",4,"Adele","When We Were Young",0.348,0.381,0.0925,-5.97,0.0486
"5",5,"Adele","Remedy",0.891,0.396,0.169,-6.481,0.0387
"6",6,"Adele","Water Under the Bridge",0.0189,0.596,0.108,-6.52,0.0704
"7",7,"Adele","River Lea",0.0579,0.293,0.123,-5.63,0.0342
"8",8,"Adele","Love in the Dark",0.536,0.333,0.109,-6.025,0.0304
"9",9,"Adele","Million Years Ago",0.733,0.721,0.108,-7.617,0.028
"10",10,"Adele","All I Ask",0.882,0.587,0.149,-5.473,0.0279
"11",11,"Adele","Sweetest Devotion",0.231,0.419,0.123,-5.477,0.0408
"12",12,"Adele","Hello",0.329,0.47,0.0854,-6.129,0.0342
"13",13,"Adele","Send My Love (To Your New Lover)",0.0356,0.688,0.172,-8.361,0.0875
"14",14,"Adele","I Miss You",0.01,0.382,0.433,-4.254,0.047
"15",15,"Adele","When We Were Young",0.303,0.377,0.095,-5.936,0.0489
"16",16,"Adele","Remedy",0.894,0.403,0.154,-6.475,0.0427
"17",17,"Adele","Water Under The Bridge",0.0142,0.59,0.105,-6.503,0.0615
"18",18,"Adele","River Lea",0.0585,0.221,0.116,-5.588,0.0345
"19",19,"Adele","Love In The Dark",0.528,0.472,0.109,-6.057,0.0291
"20",20,"Adele","Million Years Ago",0.742,0.72,0.11,-7.623,0.0276
"21",21,"Adele","All I Ask",0.889,0.592,0.124,-5.494,0.0283
"22",22,"Adele","Sweetest Devotion",0.251,0.416,0.125,-5.471,0.0396
"23",23,"Adele","Rolling in the Deep",0.131,0.729,0.0527,-5.119,0.0294
"24",24,"Adele","Rumour Has It",0.637,0.618,0.0905,-5.05,0.0451
"25",25,"Adele","Turning Tables",0.952,0.305,0.129,-6.077,0.0293
"26",26,"Adele","Don't You Remember",0.206,0.64,0.0935,-5.689,0.0307
"27",27,"Adele","Set Fire to the Rain",0.00382,0.61,0.125,-3.879,0.0253
"28",28,"Adele","He Won't Go",0.023,0.706,0.0731,-7.044,0.0861
"29",29,"Adele","Take It All",0.953,0.411,0.167,-8.484,0.031
"30",30,"Adele","I'll Be Waiting",0.0467,0.548,0.131,-2.674,0.0374
"31",31,"Adele","One And Only",0.295,0.464,0.141,-5.306,0.0376
"32",32,"Adele","Lovesong",0.722,0.69,0.111,-9.454,0.0284
"33",33,"Adele","Someone Like You",0.892,0.559,0.0975,-8.251,0.0285
"34",34,"Adele","Rolling in the Deep",0.131,0.727,0.0569,-5.114,0.0295
"35",35,"Adele","Rumour Has It",0.607,0.609,0.165,-5.022,0.0474
"36",36,"Adele","Turning Tables",0.952,0.418,0.133,-6.057,0.0279
"37",37,"Adele","Don't You Remember",0.221,0.638,0.0875,-5.67,0.0305
"38",38,"Adele","Set Fire to the Rain",0.00443,0.611,0.107,-3.871,0.0254
"39",39,"Adele","He Won't Go",0.0217,0.703,0.0753,-7.051,0.0851
"40",40,"Adele","Take It All",0.957,0.439,0.169,-8.408,0.0318
"41",41,"Adele","I'll Be Waiting",0.0654,0.551,0.169,-2.671,0.0376
"42",42,"Adele","One And Only",0.317,0.52,0.149,-5.303,0.0314
"43",43,"Adele","Lovesong",0.717,0.686,0.111,-9.422,0.028
"44",44,"Adele","Someone Like You",0.89,0.552,0.105,-8.255,0.0283
"45",45,"Adele","Rolling in the Deep",0.138,0.73,0.0473,-5.114,0.0298
"46",46,"Adele","Rumour Has It",0.617,0.612,0.167,-5.014,0.0445
"47",47,"Adele","Turning Tables",0.95,0.361,0.132,-6.044,0.0281
"48",48,"Adele","Don't You Remember",0.214,0.643,0.0866,-5.712,0.0304
"49",49,"Adele","Set Fire to the Rain",0.00408,0.603,0.112,-3.882,0.0249
"50",50,"Adele","He Won't Go",0.0223,0.705,0.0754,-7.045,0.0864
"51",51,"Adele","Take It All",0.957,0.415,0.183,-8.44,0.0307
"52",52,"Adele","I'll Be Waiting",0.0497,0.552,0.114,-2.684,0.0368
"53",53,"Adele","One and Only",0.295,0.528,0.165,-5.306,0.0287
"54",54,"Adele","Lovesong",0.693,0.689,0.111,-9.407,0.0279
"55",55,"Adele","Someone Like You",0.893,0.554,0.0996,-8.251,0.028
"56",56,"Adele","I Found A Boy (Bonus track)",0.978,0.594,0.11,-8.629,0.037
"57",57,"Adele","Turning Tables (Live Acoustic)",0.966,0.374,0.772,-10.928,0.0332
"58",58,"Adele","Don't You Remember (Live Acoustic)",0.915,0.382,0.705,-8.57,0.038
"59",59,"Adele","Someone Like You (Live Acoustic)",0.947,0.346,0.701,-9.769,0.0357
"60",60,"Adele","Rolling in the Deep",0.138,0.73,0.0473,-5.114,0.0298
"61",61,"Adele","Rumour Has It",0.617,0.612,0.167,-5.014,0.0445
"62",62,"Adele","Turning Tables",0.95,0.361,0.132,-6.044,0.0281
"63",63,"Adele","Don't You Remember",0.214,0.643,0.0866,-5.712,0.0304
"64",64,"Adele","Set Fire to the Rain",0.00408,0.603,0.112,-3.882,0.0249
"65",65,"Adele","He Won't Go",0.0223,0.705,0.0754,-7.045,0.0864
"66",66,"Adele","Take It All",0.957,0.415,0.183,-8.44,0.0307
"67",67,"Adele","I'll Be Waiting",0.0497,0.552,0.114,-2.684,0.0368
"68",68,"Adele","One and Only",0.295,0.528,0.165,-5.306,0.0287
"69",69,"Adele","Lovesong",0.693,0.689,0.111,-9.407,0.0279
"70",70,"Adele","Someone Like You",0.893,0.554,0.0996,-8.251,0.028
"71",71,"Adele","Daydreamer",0.96,0.802,0.109,-13.215,0.0402
"72",72,"Adele","Best For Last",0.673,0.559,0.108,-10.939,0.309
"73",73,"Adele","Chasing Pavements",0.312,0.621,0.11,-6.07,0.0251
"74",74,"Adele","Cold Shoulder",0.00204,0.649,0.127,-5.335,0.0479
"75",75,"Adele","Crazy For You",0.915,0.703,0.105,-12.28,0.0498
"76",76,"Adele","Melt My Heart To Stone",0.359,0.354,0.248,-7.066,0.0373
"77",77,"Adele","First Love",0.985,0.562,0.0894,-13.464,0.0363
"78",78,"Adele","Right As Rain",0.775,0.842,0.0891,-5.878,0.0849
"79",79,"Adele","Make You Feel My Love",0.894,0.552,0.105,-10.583,0.0293
"80",80,"Adele","My Same",0.475,0.774,0.145,-7.461,0.155
"81",81,"Adele","Tired",0.184,0.666,0.0939,-6.289,0.0968
"82",82,"Adele","Hometown Glory",0.962,0.451,0.103,-8.518,0.0368
"83",83,"Adele","Daydreamer",0.964,0.807,0.103,-13.188,0.0412
"84",84,"Adele","Best for Last",0.683,0.554,0.108,-10.922,0.336
"85",85,"Adele","Chasing Pavements",0.291,0.614,0.111,-6.09,0.0255
"86",86,"Adele","Cold Shoulder",0.00217,0.648,0.133,-5.345,0.0466
"87",87,"Adele","Crazy for You",0.91,0.707,0.105,-12.3,0.0507
"88",88,"Adele","Melt My Heart to Stone",0.34,0.353,0.215,-7.091,0.0366
"89",89,"Adele","First Love",0.985,0.684,0.09,-13.461,0.0339
"90",90,"Adele","Right As Rain",0.776,0.842,0.0891,-5.876,0.0853
"91",91,"Adele","Make You Feel My Love",0.907,0.559,0.105,-10.636,0.0291
"92",92,"Adele","My Same",0.482,0.775,0.15,-7.459,0.153
"93",93,"Adele","Tired",0.181,0.801,0.0945,-6.29,0.0486
"94",94,"Adele","Hometown Glory",0.962,0.451,0.102,-8.517,0.0368
"95",95,"Adele","Chasing Pavements (Live at Hotel Cafe)",0.907,0.545,0.669,-9.492,0.0392
"96",96,"Adele","Melt My Heart to Stone (Live at Hotel Cafe)",0.894,0.444,0.515,-8.997,0.0376
"97",97,"Adele","That's It, I Quit, I'm Movin' On (Live at Hotel Cafe)",0.845,0.603,0.681,-8.695,0.065
"98",98,"Adele","Crazy for You (Live at Hotel Cafe)",0.959,0.489,0.692,-12.379,0.0395
"99",99,"Adele","Right as Rain (Live at Hotel Cafe)",0.819,0.719,0.687,-8.855,0.0705
"100",100,"Adele","My Same (Live at Hotel Cafe)",0.83,0.69,0.978,-8.145,0.22
"101",101,"Adele","Make You Feel My Love (Live at Hotel Cafe)",0.974,0.447,0.665,-12.193,0.0374
"102",102,"Adele","Daydreamer (Live at Hotel Cafe)",0.955,0.572,0.715,-12.295,0.0392
"103",103,"Adele","Hometown Glory (Live at Hotel Cafe)",0.922,0.436,0.191,-9.365,0.0312
"104",104,"Adele","Many Shades of Black",0.00323,0.415,0.116,-4.92,0.033
"105",105,"Adele","Daydreamer",0.961,0.799,0.106,-13.223,0.0406
"106",106,"Adele","Best For Last",0.695,0.571,0.107,-10.92,0.292
"107",107,"Adele","Chasing Pavements",0.3,0.609,0.114,-6.069,0.0258
"108",108,"Adele","Cold Shoulder",0.00251,0.646,0.126,-5.358,0.0442
"109",109,"Adele","Crazy For You",0.913,0.589,0.106,-12.268,0.0523
"110",110,"Adele","Melt My Heart To Stone",0.334,0.451,0.239,-7.084,0.0312
"111",111,"Adele","First Love",0.985,0.687,0.0903,-13.473,0.0346
"112",112,"Adele","Right As Rain",0.758,0.842,0.0899,-5.884,0.0896
"113",113,"Adele","Make You Feel My Love",0.909,0.393,0.114,-10.629,0.03
"114",114,"Adele","My Same",0.467,0.783,0.14,-7.491,0.151
"115",115,"Adele","Tired",0.211,0.798,0.0938,-6.307,0.0454
"116",116,"Adele","Hometown Glory",0.962,0.453,0.106,-8.528,0.0368
"117",117,"Adele","Daydreamer",0.964,0.807,0.103,-13.188,0.0412
"118",118,"Adele","Best For Last",0.683,0.554,0.108,-10.922,0.336
"119",119,"Adele","Chasing Pavements",0.291,0.614,0.111,-6.09,0.0255
"120",120,"Adele","Cold Shoulder",0.00217,0.648,0.133,-5.345,0.0466
"121",121,"Adele","Crazy For You",0.91,0.707,0.105,-12.3,0.0507
"122",122,"Adele","Melt My Heart to Stone",0.34,0.353,0.215,-7.091,0.0366
"123",123,"Adele","First Love",0.985,0.684,0.09,-13.461,0.0339
"124",124,"Adele","Right As Rain",0.776,0.842,0.0891,-5.876,0.0853
"125",125,"Adele","Make You Feel My Love",0.907,0.559,0.105,-10.636,0.0291
"126",126,"Adele","My Same",0.482,0.775,0.15,-7.459,0.153
"127",127,"Adele","Tired",0.181,0.801,0.0945,-6.29,0.0486
"128",128,"Adele","Hometown Glory",0.962,0.451,0.102,-8.517,0.0368
"129",129,"Joey + Rory","To Do What I Do",0.732,0.389,0.11,-7.565,0.0395
"130",130,"Joey + Rory","Heart Of The Wood - Live",0.684,0.492,0.829,-7.906,0.0574
"131",131,"Joey + Rory","Teaching Me How To Love You",0.754,0.561,0.17,-8.64,0.0282
"132",132,"Joey + Rory","Indiana Home - Live",0.855,0.562,0.7,-10.122,0.0477
"133",133,"Joey + Rory","Life Of A Song",0.857,0.641,0.116,-6.486,0.0282
"134",134,"Joey + Rory","That's Important To Me - Live",0.795,0.673,0.942,-14.57,0.0719
"135",135,"Joey + Rory","A Bible And A Belt",0.831,0.589,0.688,-9.741,0.0419
"136",136,"Joey + Rory","Your Man Loves You Honey",0.64,0.573,0.102,-9.472,0.0279
"137",137,"Joey + Rory","If I Needed You",0.72,0.445,0.1,-8.872,0.0292
"138",138,"Joey + Rory","In The Garden",0.803,0.56,0.111,-10.693,0.0383
"139",139,"Joey + Rory","It Is Well With My Soul",0.399,0.327,0.0987,-10.106,0.0267
"140",140,"Joey + Rory","In The Time That You Gave Me",0.918,0.528,0.106,-8.407,0.0533
"141",141,"Joey + Rory","When I'm Gone",0.92,0.424,0.204,-10.975,0.0398
"142",142,"Joey + Rory","Hammerin' Nails",0.68,0.595,0.324,-9.648,0.0667
"143",143,"Joey + Rory","Where Jesus Is",0.842,0.584,0.157,-8.658,0.0274
"144",144,"Joey + Rory","A Little More Country Than That - Live",0.846,0.595,0.947,-9.98,0.0352
"145",145,"Joey + Rory","My Life Is Based On A True Story",0.767,0.494,0.138,-11.814,0.0318
"146",146,"Joey + Rory","Jesus Loves Me",0.158,0.607,0.172,-9.503,0.0284
"147",147,"Joey + Rory","Born To Be Your Woman",0.727,0.528,0.29,-8.296,0.0267
"148",148,"Joey + Rory","A Place In The Clouds",0.851,0.671,0.0863,-10.223,0.032
"149",149,"Joey + Rory","Take My Hand, Precious Lord",0.628,0.632,0.198,-9.856,0.0454
"150",150,"Joey + Rory","I Surrender All",0.692,0.443,0.133,-10.826,0.0281
"151",151,"Joey + Rory","He Touched Me",0.056,0.494,0.112,-10.533,0.0265
"152",152,"Joey + Rory","Softly And Tenderly",0.746,0.478,0.0953,-10.892,0.029
"153",153,"Joey + Rory","Jesus Loves Me",0.175,0.606,0.145,-9.444,0.0281
"154",154,"Joey + Rory","It Is Well With My Soul",0.394,0.172,0.0984,-11.75,0.0285
"155",155,"Joey + Rory","The Old Rugged Cross",0.125,0.553,0.0969,-9.748,0.0265
"156",156,"Joey + Rory","I Need Thee Every Hour",0.821,0.627,0.138,-12.188,0.0355
"157",157,"Joey + Rory","How Great Thou Art",0.652,0.457,0.115,-11.45,0.0282
"158",158,"Joey + Rory","I'll Fly Away",0.246,0.61,0.0971,-9.847,0.0306
"159",159,"Joey + Rory","Jesus Paid It All",0.299,0.301,0.112,-10.396,0.0285
"160",160,"Joey + Rory","Suppertime",0.446,0.613,0.112,-12.942,0.034
"161",161,"Joey + Rory","When I'm Gone",0.911,0.436,0.187,-13.311,0.0426
"162",162,"Joey + Rory","How's The World Treating You",0.68,0.613,0.215,-9.707,0.0255
"163",163,"Joey + Rory","Don't It Make My Brown Eyes Blue",0.772,0.619,0.0969,-9.175,0.0318
"164",164,"Joey + Rory","I'm Not Lisa",0.746,0.642,0.0904,-10.651,0.0263
"165",165,"Joey + Rory","Rocky Top",0.464,0.635,0.11,-9.677,0.0374
"166",166,"Joey + Rory","Let It Be Me",0.8,0.582,0.0966,-11.395,0.027
"167",167,"Joey + Rory","King Of The Road",0.607,0.803,0.0978,-9.387,0.0467
"168",168,"Joey + Rory","If I Needed You",0.712,0.441,0.116,-8.787,0.0292
"169",169,"Joey + Rory","I Believe In You",0.736,0.729,0.129,-9.665,0.0279
"170",170,"Joey + Rory","Hello Love",0.506,0.597,0.162,-8.645,0.0368
"171",171,"Joey + Rory","Coat Of Many Colors",0.787,0.432,0.113,-9.978,0.0463
"172",172,"Joey + Rory","Paper Roses",0.411,0.539,0.321,-8.787,0.0275
"173",173,"Joey + Rory","Back Home Again",0.474,0.61,0.151,-9.085,0.0282
"174",174,"Joey + Rory","If I Needed You",0.751,0.447,0.107,-9.434,0.0292
"175",175,"Joey + Rory","Good Truck",0.0438,0.636,0.157,-6.696,0.0317
"176",176,"Joey + Rory","Just a Cup of Coffee",0.695,0.61,0.15,-7.831,0.0291
"177",177,"Joey + Rory","50,000 Names",0.472,0.585,0.118,-9.872,0.0244
"178",178,"Joey + Rory","Dreamer",0.715,0.636,0.48,-6.119,0.0273
"179",179,"Joey + Rory","I Love You Song",0.192,0.719,0.281,-4.275,0.0272
"180",180,"Joey + Rory","Now That She’s Gone",0.855,0.534,0.173,-7.778,0.0252
"181",181,"Joey + Rory","I’ll Sing for You",0.713,0.629,0.122,-8.944,0.0278
"182",182,"Joey + Rory","Made to Last",0.396,0.641,0.101,-7.341,0.0292
"183",183,"Joey + Rory","In a Cowboy’s Dreams",0.761,0.523,0.143,-8.458,0.0284
"184",184,"Joey + Rory","Enough",0.434,0.587,0.144,-5.11,0.0268
"185",185,"Joey + Rory","To Do What I Do",0.718,0.649,0.112,-7.442,0.0286
"186",186,"Joey + Rory","In The Garden",0.814,0.568,0.108,-10.555,0.0397
"187",187,"Joey + Rory","Long Line Of Love",0.425,0.614,0.108,-10.576,0.0305
"188",188,"Joey + Rory","Are You Washed In The Blood",0.555,0.726,0.103,-7.81,0.0369
"189",189,"Joey + Rory","My Life Is Based On A True Story",0.775,0.509,0.141,-11.724,0.0312
"190",190,"Joey + Rory","Turning To The Light",0.647,0.703,0.153,-8.2,0.0376
"191",191,"Joey + Rory","The Preacher And The Stranger - Live",0.808,0.525,0.101,-10.676,0.0542
"192",192,"Joey + Rory","Amazing Grace",0.885,0.302,0.111,-9.426,0.0303
"193",193,"Joey + Rory","It'll Get You Where You're Goin'",0.389,0.68,0.0965,-8.769,0.028
"194",194,"Joey + Rory","Gotta Go Back",0.675,0.383,0.117,-9.303,0.0356
"195",195,"Joey + Rory","Hammerin' Nails",0.698,0.615,0.333,-9.545,0.0668
"196",196,"Joey + Rory","I See Him",0.831,0.723,0.128,-10.998,0.0419
"197",197,"Joey + Rory","Leave It There",0.472,0.644,0.163,-10.477,0.0355
"198",198,"Joey + Rory","Josephine",0.175,0.669,0.0764,-8.697,0.0367
"199",199,"Joey + Rory","Waiting For Someone",0.92,0.697,0.117,-9.753,0.0297
"200",200,"Joey + Rory","Someday When I Grow Up",0.729,0.696,0.105,-7.488,0.0515
"201",201,"Joey + Rory","Let's Pretend We Never Met",0.319,0.792,0.145,-6.752,0.0698
"202",202,"Joey + Rory","A Bible And A Belt",0.827,0.535,0.106,-9.992,0.0439
"203",203,"Joey + Rory","When I'm Gone",0.916,0.426,0.17,-10.76,0.0386
"204",204,"Joey + Rory","Your Man Loves You Honey",0.649,0.578,0.111,-9.226,0.0266
"205",205,"Joey + Rory","Love Your Man",0.0325,0.533,0.126,-6.852,0.0503
"206",206,"Joey + Rory","Cryin' Smile",0.725,0.589,0.107,-10.082,0.0266
"207",207,"Joey + Rory","He's A Cowboy",0.776,0.444,0.0904,-8.265,0.0386
"208",208,"Joey + Rory","Teaching Me How To Love You",0.754,0.473,0.137,-8.358,0.0311
"209",209,"Joey + Rory","His And Hers",0.813,0.371,0.12,-10.221,0.0301
"210",210,"Joey + Rory","It's Christmas Time",0.683,0.534,0.155,-8.999,0.053
"211",211,"Joey + Rory","The Gift",0.836,0.589,0.086,-10.159,0.0338
"212",212,"Joey + Rory","If We Make It Through December",0.736,0.565,0.225,-6.806,0.0265
"213",213,"Joey + Rory","Remember Me",0.806,0.65,0.094,-10.458,0.0295
"214",214,"Joey + Rory","I Know What Santa's Getting For Christmas",0.496,0.737,0.287,-5.698,0.0512
"215",215,"Joey + Rory","What The Hell (It's The Holidays)",0.779,0.466,0.197,-9.888,0.043
"216",216,"Joey + Rory","Blue Christmas",0.904,0.547,0.101,-10.515,0.0259
"217",217,"Joey + Rory","Come Sit On Santa Claus' Lap",0.268,0.684,0.1,-7.924,0.058
"218",218,"Joey + Rory","The Diamond O",0.853,0.594,0.095,-7.297,0.0262
"219",219,"Joey + Rory","Away In A Manager",0.9,0.521,0.112,-10.581,0.0274
"220",220,"Joey + Rory","Let It Snow (Somewhere Else)",0.675,0.63,0.36,-8.696,0.0785
"221",221,"Joey + Rory","Another Wonderful Christmas",0.636,0.596,0.104,-8.474,0.0464
"222",222,"Joey + Rory","It's Christmas Time",0.683,0.534,0.155,-8.999,0.053
"223",223,"Joey + Rory","The Gift",0.836,0.589,0.086,-10.159,0.0338
"224",224,"Joey + Rory","If We Make It Through December",0.736,0.565,0.225,-6.806,0.0265
"225",225,"Joey + Rory","Remember Me",0.806,0.65,0.094,-10.458,0.0295
"226",226,"Joey + Rory","I Know What Santa's Getting For Christmas",0.496,0.737,0.287,-5.698,0.0512
"227",227,"Joey + Rory","What The Hell (It's The Holidays)",0.779,0.466,0.197,-9.888,0.043
"228",228,"Joey + Rory","Blue Christmas",0.904,0.547,0.101,-10.515,0.0259
"229",229,"Joey + Rory","Come Sit On Santa Claus' Lap",0.268,0.684,0.1,-7.924,0.058
"230",230,"Joey + Rory","The Diamond O",0.853,0.594,0.095,-7.297,0.0262
"231",231,"Joey + Rory","Away In A Manager",0.9,0.521,0.112,-10.581,0.0274
"232",232,"Joey + Rory","Let It Snow (Somewhere Else)",0.675,0.63,0.36,-8.696,0.0785
"233",233,"Joey + Rory","Another Wonderful Christmas",0.636,0.596,0.104,-8.474,0.0464
"234",234,"Joey + Rory","Album Number Two",0.161,0.644,0.248,-5.473,0.0345
"235",235,"Joey + Rory","That's Important To Me",0.518,0.771,0.103,-10.96,0.0289
"236",236,"Joey + Rory","All You Need Is Me",0.448,0.67,0.145,-5.671,0.0531
"237",237,"Joey + Rory","Born To Be Your Woman",0.712,0.542,0.173,-8.197,0.0271
"238",238,"Joey + Rory","Baby I'll Come Back To You",0.405,0.661,0.242,-4.976,0.041
"239",239,"Joey + Rory","God Help My Man",0.565,0.613,0.307,-7.417,0.0331
"240",240,"Joey + Rory","The Horse Nobody Could Ride",0.867,0.682,0.137,-8.076,0.0313
"241",241,"Joey + Rory","Farm To Fame",0.167,0.497,0.13,-5.03,0.0282
"242",242,"Joey + Rory","Where Jesus Is",0.845,0.572,0.158,-8.529,0.0268
"243",243,"Joey + Rory","You Ain't Right",0.305,0.624,0.666,-4.332,0.0481
"244",244,"Joey + Rory","My Ol' Man",0.874,0.592,0.0943,-10.544,0.0324
"245",245,"Joey + Rory","This Song's For You - Radio Edit",0.139,0.57,0.239,-6.831,0.0268
"246",246,"Joey + Rory","You Ain't Woman Enough",0.506,0.457,0.15,-5.954,0.0591
"247",247,"Joey + Rory","Marcy Jo's Mealhouse Restaurant",0.958,0.628,0.698,-6.884,0.0423
"248",248,"Joey + Rory","Play The Song",0.423,0.745,0.29,-4.604,0.0426
"249",249,"Joey + Rory","Sweet Emmylou",0.783,0.502,0.105,-5.63,0.027
"250",250,"Joey + Rory","Tonight Cowboy You're Mine",0.833,0.454,0.156,-6.158,0.0247
"251",251,"Joey + Rory","Cheater, Cheater",0.594,0.614,0.246,-4.771,0.0488
"252",252,"Joey + Rory","Rodeo",0.806,0.643,0.143,-5.999,0.0306
"253",253,"Joey + Rory","Heart of the Wood",0.834,0.497,0.118,-10.56,0.0832
"254",254,"Joey + Rory","Tune of a Twenty Dollar Bill",0.325,0.619,0.202,-3.55,0.0342
"255",255,"Joey + Rory","Loved The Hell",0.844,0.656,0.21,-6.268,0.0258
"256",256,"Joey + Rory","Free Bird",0.839,0.622,0.103,-6.828,0.0269
"257",257,"Joey + Rory","Boots",0.595,0.59,0.278,-4.197,0.0288
"258",258,"Joey + Rory","To Say Goodbye",0.849,0.628,0.119,-7.163,0.0279
"259",259,"Joey + Rory","The Life of A Song",0.836,0.64,0.115,-6.272,0.0273
"260",260,"Justin Bieber","Mark My Words",0.88,0.383,0.169,-8.572,0.0332
"261",261,"Justin Bieber","I'll Show You",0.05,0.361,0.183,-6.757,0.098
"262",262,"Justin Bieber","What Do You Mean?",0.59,0.845,0.0811,-8.118,0.0956
"263",263,"Justin Bieber","Sorry",0.0797,0.654,0.299,-3.669,0.045
"264",264,"Justin Bieber","Love Yourself",0.835,0.609,0.28,-9.828,0.438
"265",265,"Justin Bieber","Company",0.132,0.59,0.0846,-4.901,0.0614
"266",266,"Justin Bieber","No Pressure",0.121,0.644,0.279,-6.877,0.215
"267",267,"Justin Bieber","No Sense",0.0478,0.643,0.108,-6.795,0.0308
"268",268,"Justin Bieber","The Feeling",0.0819,0.525,0.0971,-6.185,0.0619
"269",269,"Justin Bieber","Life Is Worth Living",0.907,0.558,0.108,-9.18,0.0427
"270",270,"Justin Bieber","Where Are Ü Now",0.0342,0.432,0.14,-5.053,0.062
"271",271,"Justin Bieber","Children",0.0122,0.634,0.193,-4.702,0.304
"272",272,"Justin Bieber","Purpose",0.9,0.481,0.123,-10.848,0.0424
"273",273,"Justin Bieber","Been You",0.0223,0.74,0.321,-6.204,0.07
"274",274,"Justin Bieber","Get Used To It",0.0339,0.687,0.164,-8.453,0.0522
"275",275,"Justin Bieber","We Are",0.255,0.586,0.137,-3.883,0.261
"276",276,"Justin Bieber","Trust",0.0948,0.512,0.124,-8.16,0.206
"277",277,"Justin Bieber","All In It",0.502,0.459,0.238,-7.496,0.0782
"278",278,"Justin Bieber","What Do You Mean? - Acoustic",0.794,0.773,0.104,-10.634,0.044
"279",279,"Justin Bieber","Mark My Words",0.88,0.383,0.169,-8.572,0.0332
"280",280,"Justin Bieber","I'll Show You",0.05,0.361,0.183,-6.757,0.098
"281",281,"Justin Bieber","What Do You Mean?",0.59,0.845,0.0811,-8.118,0.0956
"282",282,"Justin Bieber","Sorry",0.0797,0.654,0.299,-3.669,0.045
"283",283,"Justin Bieber","Love Yourself",0.835,0.609,0.28,-9.828,0.438
"284",284,"Justin Bieber","Company",0.132,0.59,0.0846,-4.901,0.0614
"285",285,"Justin Bieber","No Pressure",0.121,0.644,0.279,-6.877,0.215
"286",286,"Justin Bieber","No Sense",0.0478,0.643,0.108,-6.795,0.0308
"287",287,"Justin Bieber","The Feeling",0.0819,0.525,0.0971,-6.185,0.0619
"288",288,"Justin Bieber","Life Is Worth Living",0.907,0.558,0.108,-9.18,0.0427
"289",289,"Justin Bieber","Where Are Ü Now",0.0342,0.432,0.14,-5.053,0.062
"290",290,"Justin Bieber","Children",0.0122,0.634,0.193,-4.702,0.304
"291",291,"Justin Bieber","Purpose",0.9,0.481,0.123,-10.848,0.0424
"292",292,"Justin Bieber","Been You",0.0223,0.74,0.321,-6.204,0.07
"293",293,"Justin Bieber","Get Used To It",0.0339,0.687,0.164,-8.453,0.0522
"294",294,"Justin Bieber","We Are",0.255,0.586,0.137,-3.883,0.261
"295",295,"Justin Bieber","Trust",0.0948,0.512,0.124,-8.16,0.206
"296",296,"Justin Bieber","All In It",0.502,0.459,0.238,-7.496,0.0782
"297",297,"Justin Bieber","What Do You Mean? - Acoustic",0.794,0.773,0.104,-10.634,0.044
"298",298,"Justin Bieber","Heartbreaker",0.145,0.555,0.343,-7.323,0.096
"299",299,"Justin Bieber","All That Matters",0.00541,0.699,0.0703,-5.796,0.0502
"300",300,"Justin Bieber","Hold Tight",0.282,0.563,0.105,-5.795,0.169
"301",301,"Justin Bieber","Recovery",0.014,0.668,0.338,-5.048,0.0813
"302",302,"Justin Bieber","Bad Day",0.0215,0.675,0.221,-6.839,0.0425
"303",303,"Justin Bieber","All Bad",0.018,0.696,0.212,-8.198,0.0256
"304",304,"Justin Bieber","PYD",0.837,0.457,0.434,-6.813,0.0368
"305",305,"Justin Bieber","Roller Coaster",0.0136,0.705,0.179,-4.076,0.0712
"306",306,"Justin Bieber","Change Me",0.594,0.304,0.188,-9.018,0.0879
"307",307,"Justin Bieber","Confident",0.114,0.741,0.205,-5.448,0.108
"308",308,"Justin Bieber","One Life",0.289,0.369,0.111,-6.54,0.121
"309",309,"Justin Bieber","Backpack",0.154,0.54,0.19,-6.253,0.146
"310",310,"Justin Bieber","What's Hatnin'",0.0228,0.558,0.443,-3.988,0.0823
"311",311,"Justin Bieber","Swap It Out",0.0313,0.428,0.0781,-6.241,0.0544
"312",312,"Justin Bieber","Memphis",0.0122,0.641,0.0857,-6.954,0.0559
"313",313,"Justin Bieber","Flatline",0.483,0.341,0.194,-5.733,0.065
"314",314,"Justin Bieber","Heartbreaker",0.156,0.572,0.346,-7.334,0.0858
"315",315,"Justin Bieber","All That Matters",0.00508,0.696,0.0682,-5.567,0.0424
"316",316,"Justin Bieber","Hold Tight",0.287,0.456,0.101,-5.815,0.328
"317",317,"Justin Bieber","Recovery",0.013,0.509,0.329,-4.648,0.189
"318",318,"Justin Bieber","Bad Day",0.0186,0.663,0.237,-6.755,0.0431
"319",319,"Justin Bieber","All Bad",0.0197,0.694,0.195,-8.231,0.0259
"320",320,"Justin Bieber","PYD",0.837,0.412,0.431,-6.79,0.0394
"321",321,"Justin Bieber","Roller Coaster",0.0119,0.706,0.205,-3.981,0.0677
"322",322,"Justin Bieber","Change Me",0.579,0.303,0.19,-9.054,0.0932
"323",323,"Justin Bieber","Confident",0.113,0.738,0.191,-5.467,0.11
